ModelID,ProfileID,ProfileType
ACH-000696,PR-3hCsGH,dna
ACH-000826,PR-SRJ5QT,rna
ACH-000826,PR-Ms9vnJ,dna
ACH-002133,PR-mg1MNZ,dna
ACH-002178,PR-rCh6Mh,dna
ACH-000360,PR-iUUvcE,rna
ACH-000360,PR-xgyQRo,dna
ACH-000342,PR-oHZEkB,rna
ACH-000342,PR-bI4Uy3,dna
ACH-000502,PR-ZoUwzd,rna
ACH-000502,PR-452U9P,dna
ACH-001433,PR-Cssg9I,rna
ACH-001433,PR-fXLYEJ,dna
ACH-000187,PR-B7wdH4,rna
ACH-000187,PR-eleyUv,dna
ACH-000669,PR-CCDS4v,rna
ACH-000669,PR-oj10m2,dna
ACH-002317,PR-QyHIkX,dna
ACH-000980,PR-LMqOct,rna
ACH-000980,PR-ULagYi,dna
ACH-001697,PR-TQWen4,rna
ACH-001697,PR-elakr5,dna
ACH-002218,PR-ktkgBR,dna
ACH-000072,PR-bMBX1I,rna
ACH-000072,PR-TCCkqZ,dna
ACH-000002,PR-yEldOx,rna
ACH-000002,PR-qY1GC4,dna
ACH-000809,PR-pL8wuN,rna
ACH-000809,PR-oc1tWJ,dna
ACH-003268,PR-nVauwP,rna
ACH-000326,PR-KmlYch,rna
ACH-000326,PR-oavctB,dna
ACH-001678,PR-GM4Ehm,rna
ACH-001678,PR-rVZ8uS,dna
ACH-003138,PR-Z0ErG1,rna
ACH-000202,PR-inRQ5c,rna
ACH-000202,PR-lmPNPp,dna
ACH-001023,PR-MsaED6,dna
ACH-001524,PR-bUr0el,rna
ACH-001524,PR-mH1G4k,dna
ACH-000143,PR-dlwhbG,rna
ACH-000143,PR-c91Su5,dna
ACH-000662,PR-h8HfNL,rna
ACH-000662,PR-ko8bDr,dna
ACH-003430,PR-kka0OO,dna
ACH-000459,PR-DHDwYM,rna
ACH-000459,PR-MFjhsh,dna
ACH-001623,PR-R98q5w,rna
ACH-001623,PR-nH0ObA,dna
ACH-002475,PR-QtHaIL,rna
ACH-002475,PR-hbHzo5,dna
ACH-001573,PR-kGvQeG,rna
ACH-001573,PR-GTChuh,dna
ACH-001544,PR-cqVlaE,dna
ACH-003269,PR-KniNF4,rna
ACH-000227,PR-r7vDjG,rna
ACH-000227,PR-YmNQhP,dna
ACH-002213,PR-S8c1QK,dna
ACH-001603,PR-rjNqqo,rna
ACH-001603,PR-VHuCQ4,dna
ACH-000192,PR-usiuei,rna
ACH-000192,PR-Th0Tcz,dna
ACH-000418,PR-CA7cP6,rna
ACH-000418,PR-jxcWCl,dna
ACH-001435,PR-qa17jV,rna
ACH-001435,PR-Oelq6a,dna
ACH-000607,PR-5yYu3E,rna
ACH-000607,PR-YIgePk,dna
ACH-001567,PR-yFEvGS,rna
ACH-001567,PR-cHUO0l,dna
ACH-002180,PR-RD6k1g,dna
ACH-000446,PR-7TW7XL,rna
ACH-000446,PR-5IWcSG,dna
ACH-002269,PR-09S1KU,dna
ACH-000477,PR-lcaBsl,rna
ACH-000477,PR-gjPobh,dna
ACH-001126,PR-w4xKgb,dna
ACH-001289,PR-I2AzwG,rna
ACH-001289,PR-04VvBz,dna
ACH-000232,PR-O4YQGD,rna
ACH-000232,PR-kyhOao,dna
ACH-000005,PR-y0OM3W,rna
ACH-000005,PR-ZMEDE0,dna
ACH-002211,PR-tp1aPG,dna
ACH-001093,PR-hkuteC,dna
ACH-000094,PR-9wfizB,rna
ACH-000094,PR-JroBPO,dna
ACH-001388,PR-JBfN0P,rna
ACH-001388,PR-VCeNaZ,dna
ACH-002695,PR-pUKqKu,rna
ACH-002695,PR-F7fOSJ,dna
ACH-001562,PR-JAoC41,rna
ACH-001562,PR-wm23sm,dna
ACH-000289,PR-Ipum53,rna
ACH-000289,PR-66Xefu,dna
ACH-002706,PR-om3ykh,rna
ACH-002706,PR-JoZpBZ,dna
ACH-000649,PR-YfqV2U,rna
ACH-000649,PR-A3tiJU,dna
ACH-001403,PR-rWc98I,rna
ACH-001403,PR-yb94mw,dna
ACH-001401,PR-r7RidK,rna
ACH-001401,PR-E6Fs6d,dna
ACH-000085,PR-EamGD1,rna
ACH-000085,PR-iK1nqp,dna
ACH-002159,PR-jo1gJI,dna
ACH-001310,PR-cor0lW,rna
ACH-001310,PR-XDaSGk,dna
ACH-001377,PR-je4eBZ,rna
ACH-001377,PR-UzDP2h,dna
ACH-000972,PR-2VAsRM,rna
ACH-000972,PR-HCYCNG,dna
ACH-002080,PR-tcUJtQ,rna
ACH-002080,PR-Ccrt2l,dna
ACH-002311,PR-nMEXwD,dna
ACH-000256,PR-v5BGRz,rna
ACH-000256,PR-SXPIzb,dna
ACH-002021,PR-aeV2m3,rna
ACH-002021,PR-wmFTQZ,dna
ACH-000776,PR-VqrmIZ,rna
ACH-000776,PR-xcsbEI,dna
ACH-000119,PR-AcNBMN,rna
ACH-000119,PR-7GcxlA,dna
ACH-001340,PR-A30qyB,rna
ACH-001340,PR-XCLaFP,dna
ACH-000369,PR-6dOkU8,rna
ACH-000369,PR-lRsNFJ,dna
ACH-000554,PR-ZfLVlE,rna
ACH-000554,PR-BklaUR,dna
ACH-001853,PR-S1cFts,rna
ACH-001853,PR-76UU6d,dna
ACH-001841,PR-fICry6,rna
ACH-001841,PR-VTh6pY,dna
ACH-002161,PR-9bOqrN,dna
ACH-000462,PR-IqhZHg,rna
ACH-000462,PR-BqqB9P,dna
ACH-000091,PR-mnX7c0,rna
ACH-000091,PR-Ptwuk4,dna
ACH-002508,PR-ge4PZ5,rna
ACH-002508,PR-nIugZV,dna
ACH-000626,PR-ifQJgK,rna
ACH-000626,PR-8QwR97,dna
ACH-001382,PR-GWHd54,rna
ACH-001382,PR-dvnpCj,dna
ACH-002231,PR-5ecI84,dna
ACH-001959,PR-SirKzW,rna
ACH-001959,PR-C67eeP,dna
ACH-001974,PR-BD99ZK,rna
ACH-001974,PR-r5ZcIl,dna
ACH-002040,PR-Koodhd,rna
ACH-002040,PR-pBrljT,dna
ACH-000195,PR-DJcKGh,rna
ACH-000195,PR-fj0xC7,dna
ACH-002287,PR-3b1cgr,dna
ACH-002781,PR-3IGzZL,rna
ACH-002781,PR-bJVBIL,dna
ACH-000546,PR-YCxO0X,rna
ACH-000546,PR-H29PoQ,dna
ACH-000213,PR-4yrbNH,rna
ACH-000213,PR-3sPq2a,dna
ACH-000981,PR-HhfBV1,rna
ACH-000981,PR-aj40PN,dna
ACH-002070,PR-U8eLqk,rna
ACH-002070,PR-6BgR9L,dna
ACH-003105,PR-zNzsfk,rna
ACH-003105,PR-CjBrCR,dna
ACH-000124,PR-LWyLdh,rna
ACH-000124,PR-6jnXO1,dna
ACH-000144,PR-qbnXAd,rna
ACH-000144,PR-oXrdOg,dna
ACH-000067,PR-QjFiuO,rna
ACH-000067,PR-GZkVwh,dna
ACH-001996,PR-beTCRU,rna
ACH-001996,PR-fZpHRq,dna
ACH-003433,PR-YdpFhF,rna
ACH-003433,PR-m8B5zD,dna
ACH-002048,PR-PiVerQ,rna
ACH-002048,PR-7bX1tr,dna
ACH-003473,PR-aeShVb,rna
ACH-003473,PR-ZUTeZC,dna
ACH-000078,PR-IdFNxk,rna
ACH-000078,PR-r0b4cz,dna
ACH-000134,PR-Bz96Wh,rna
ACH-000134,PR-YWsnzi,dna
ACH-002095,PR-fCUMvS,dna
ACH-000954,PR-X5zNr4,rna
ACH-000954,PR-yDgpga,dna
ACH-002847,PR-qqIKI9,rna
ACH-002847,PR-IoB78f,dna
ACH-000247,PR-eApQ6H,rna
ACH-000247,PR-C7LnAs,dna
ACH-002711,PR-66IWLo,rna
ACH-002711,PR-VR7f7Y,dna
ACH-000844,PR-edUTwR,rna
ACH-000844,PR-QzzYAo,dna
ACH-000198,PR-ycUfSH,rna
ACH-000198,PR-ceaLPG,dna
ACH-000600,PR-A1ObsZ,rna
ACH-001053,PR-QmwJ73,rna
ACH-001053,PR-jdCmbg,dna
ACH-002102,PR-bO1fo6,dna
ACH-000492,PR-8k60ge,rna
ACH-000492,PR-QIpKET,dna
ACH-000765,PR-X88vKN,rna
ACH-000765,PR-f4mZsh,dna
ACH-003476,PR-OnvzIa,rna
ACH-003476,PR-koOM8l,dna
ACH-001802,PR-2RtWG6,rna
ACH-001802,PR-Y878il,dna
ACH-000172,PR-Rs70c0,rna
ACH-000172,PR-mUpcNh,dna
ACH-001992,PR-PIFexf,rna
ACH-001992,PR-mYuOXb,dna
ACH-000596,PR-dnvj3j,rna
ACH-000596,PR-IUb2Zy,dna
ACH-001379,PR-2echgq,rna
ACH-001379,PR-W05ZUE,dna
ACH-001453,PR-XCUF4J,rna
ACH-001453,PR-3x4RI2,dna
ACH-000038,PR-0OiVj9,rna
ACH-000038,PR-6aWr47,dna
ACH-000372,PR-DDO590,rna
ACH-000372,PR-39ipKV,dna
ACH-000645,PR-7apVSV,rna
ACH-000645,PR-wJ7MxM,dna
ACH-000905,PR-Zbxz7C,rna
ACH-000905,PR-uWKgcA,dna
ACH-002098,PR-buq1qQ,dna
ACH-000721,PR-ug9GqP,rna
ACH-000721,PR-WjYJ7n,dna
ACH-002163,PR-LgFEBI,dna
ACH-002162,PR-Yiw9el,dna
ACH-002263,PR-Ogq8Lr,dna
ACH-001654,PR-m7d30E,rna
ACH-001654,PR-kYV614,dna
ACH-002340,PR-8E5B6f,dna
ACH-003184,PR-6PvcxX,rna
ACH-003184,PR-PqVB39,dna
ACH-001591,PR-PA8th7,rna
ACH-001591,PR-9Oujd0,dna
ACH-001380,PR-eer3rS,rna
ACH-001380,PR-FoPc2W,dna
ACH-001282,PR-3hoqtV,dna
ACH-000084,PR-ldkjkp,rna
ACH-001855,PR-0v7sOP,rna
ACH-001855,PR-bQzhGw,dna
ACH-000263,PR-ahX9nb,rna
ACH-000263,PR-V5gLbW,dna
ACH-002060,PR-ZmtaYr,rna
ACH-002060,PR-w3ptEE,dna
ACH-000532,PR-t6ctGM,rna
ACH-000532,PR-zL9R8E,dna
ACH-001489,PR-NNS4AE,rna
ACH-001489,PR-u8S23q,dna
ACH-000619,PR-hxKVot,rna
ACH-000619,PR-BFXtA4,dna
ACH-000642,PR-sM9mGn,rna
ACH-001738,PR-1ofDIZ,dna
ACH-001765,PR-H0Qdqb,rna
ACH-001765,PR-O238Fk,dna
ACH-002710,PR-FX6MWi,rna
ACH-002710,PR-y3WQWw,dna
ACH-002099,PR-aFJEFo,dna
ACH-000051,PR-0oGaGk,rna
ACH-000051,PR-AfhuNj,dna
ACH-002360,PR-Ro0oLp,dna
ACH-000828,PR-aRWG44,rna
ACH-000828,PR-i3IpRu,dna
ACH-001335,PR-0fum2y,rna
ACH-001335,PR-VCqemJ,dna
ACH-002440,PR-sRMwMT,rna
ACH-002440,PR-dl7baN,dna
ACH-001856,PR-HIcIZg,rna
ACH-001856,PR-oXwoE7,dna
ACH-000315,PR-qyxjJd,rna
ACH-000315,PR-MwPyG0,dna
ACH-001050,PR-YaiemJ,rna
ACH-001050,PR-ZXiFr9,dna
ACH-000244,PR-J27shI,rna
ACH-000244,PR-VPHL4s,dna
ACH-000174,PR-7Z2iGS,rna
ACH-000174,PR-rPKxdw,dna
ACH-001336,PR-99oiVW,rna
ACH-001336,PR-JLqFyB,dna
ACH-000806,PR-6Wbfvi,rna
ACH-000806,PR-jLWDOq,dna
ACH-000307,PR-88GPEz,rna
ACH-000307,PR-98Ohij,dna
ACH-000012,PR-7ATO6F,rna
ACH-000012,PR-SRIORa,dna
ACH-000756,PR-Xxbcu1,rna
ACH-000756,PR-bBX617,dna
ACH-001606,PR-4wqcKJ,dna
ACH-000240,PR-vkLGdd,rna
ACH-000240,PR-QTjcq8,dna
ACH-000494,PR-C1rjZe,rna
ACH-000494,PR-D8ybEK,dna
ACH-000573,PR-QACUDZ,rna
ACH-000573,PR-cWvOTG,dna
ACH-000741,PR-xQ6o5S,rna
ACH-000741,PR-GbAE4Q,dna
ACH-000825,PR-Cdrgyw,rna
ACH-000825,PR-4epcq5,dna
ACH-001229,PR-gSa2xM,rna
ACH-001229,PR-Mwdycl,dna
ACH-000653,PR-PMnysn,rna
ACH-000653,PR-aQbC5a,dna
ACH-003159,PR-hYm4sN,rna
ACH-000123,PR-gBB5AV,rna
ACH-000123,PR-EFsHrO,dna
ACH-000759,PR-v3Dpu4,rna
ACH-000759,PR-9wCrN8,dna
ACH-001391,PR-y4Hq9g,rna
ACH-001391,PR-3lYZxw,dna
ACH-002362,PR-bzaMNn,dna
ACH-000465,PR-yjfNFh,rna
ACH-000465,PR-bWucLt,dna
ACH-001679,PR-6Sm3oF,rna
ACH-001679,PR-vsOIl2,dna
ACH-002298,PR-5W465g,dna
ACH-001321,PR-V3IPAF,rna
ACH-001321,PR-QHgFcn,dna
ACH-000861,PR-wXwSCM,rna
ACH-000861,PR-DQfNOV,dna
ACH-000953,PR-QDmNFa,rna
ACH-000953,PR-LYWGog,dna
ACH-001736,PR-dxD5wB,rna
ACH-001736,PR-GoN0Kn,dna
ACH-002105,PR-cEu8oY,dna
ACH-000325,PR-E0uhoV,rna
ACH-000325,PR-ZWkBLk,dna
ACH-000011,PR-GnzZWf,rna
ACH-000011,PR-yg65fA,dna
ACH-000217,PR-Zs4Ktw,rna
ACH-000217,PR-yPBjRa,dna
ACH-002164,PR-FuQbdF,dna
ACH-003152,PR-73nc9C,rna
ACH-000100,PR-Ozuehi,rna
ACH-000100,PR-NO2bZx,dna
ACH-002361,PR-Oqe9zV,dna
ACH-001002,PR-KgoxFX,dna
ACH-002654,PR-jL737O,rna
ACH-002654,PR-MHJBhN,dna
ACH-002352,PR-FVUD09,dna
ACH-000381,PR-ZdTyF2,rna
ACH-000381,PR-O6ph9B,dna
ACH-001428,PR-ttpLz5,rna
ACH-001428,PR-Z2rciA,dna
ACH-003267,PR-eHTSch,rna
ACH-001274,PR-wbLnSg,rna
ACH-001274,PR-88HQm4,dna
ACH-002094,PR-a5T2sI,dna
ACH-002381,PR-Y9AJZJ,dna
ACH-000314,PR-sJqK5Z,rna
ACH-000314,PR-JFxpSB,dna
ACH-000214,PR-f2uXcc,rna
ACH-000214,PR-cL2BVU,dna
ACH-001172,PR-ZzPC09,rna
ACH-001172,PR-0yCTLT,dna
ACH-000763,PR-8LFywS,rna
ACH-000763,PR-f99RFb,dna
ACH-000764,PR-kQWnuO,rna
ACH-000764,PR-Uvfqfs,dna
ACH-000150,PR-1Oypwt,rna
ACH-000150,PR-zjofuM,dna
ACH-000982,PR-74eluO,rna
ACH-000982,PR-8WZowy,dna
ACH-002693,PR-anqrOi,rna
ACH-002693,PR-UVMHi9,dna
ACH-000745,PR-Sr1Tz8,rna
ACH-000745,PR-5cxr4t,dna
ACH-002115,PR-A0j8Yf,dna
ACH-000992,PR-mkVABK,dna
ACH-000708,PR-llpknG,rna
ACH-000708,PR-JelpSO,dna
ACH-000429,PR-uzEp5Y,rna
ACH-000429,PR-KcD8qD,dna
ACH-002784,PR-c5FfO2,rna
ACH-002784,PR-k85cfM,dna
ACH-000189,PR-TX1XP4,rna
ACH-000189,PR-OGnFWk,dna
ACH-001511,PR-wHpkcX,rna
ACH-001511,PR-Xxrn4L,dna
ACH-000057,PR-66O0dn,rna
ACH-000068,PR-wyP4YB,rna
ACH-000068,PR-ugm4m4,dna
ACH-000194,PR-xzFbWY,rna
ACH-000404,PR-WfzrKC,rna
ACH-000404,PR-g73uDb,dna
ACH-002027,PR-ocDrsV,rna
ACH-002027,PR-Y6KPlY,dna
ACH-000364,PR-kumi0Y,rna
ACH-000364,PR-6d53X9,dna
ACH-000338,PR-kS7v17,rna
ACH-000338,PR-hK64QW,dna
ACH-002059,PR-AQRNOz,rna
ACH-002059,PR-WKuuI6,dna
ACH-000169,PR-UMsViz,rna
ACH-000169,PR-dIGRQn,dna
ACH-000050,PR-3RD5tJ,rna
ACH-000050,PR-qmif4b,dna
ACH-000613,PR-QLMBpH,rna
ACH-000613,PR-NVYpYS,dna
ACH-000837,PR-DjZRV1,rna
ACH-000837,PR-C12hqa,dna
ACH-003273,PR-045poV,rna
ACH-003273,PR-iLYNrK,dna
ACH-003474,PR-f1EZ0e,rna
ACH-003474,PR-N1krey,dna
ACH-000663,PR-fwEAWS,rna
ACH-000663,PR-IXUH2G,dna
ACH-000862,PR-JbRkUE,rna
ACH-000862,PR-9n8Nr3,dna
ACH-000584,PR-qoqjVV,rna
ACH-000584,PR-WNpEYB,dna
ACH-002347,PR-jU9Qik,dna
ACH-000726,PR-TduyIO,rna
ACH-000726,PR-n7TWY6,dna
ACH-002886,PR-2fQQqb,rna
ACH-002886,PR-HpojcM,dna
ACH-001978,PR-l6SnQj,rna
ACH-001978,PR-hDSicj,dna
ACH-000483,PR-JYetfI,rna
ACH-000483,PR-wtAgZH,dna
ACH-003472,PR-7pNdq2,rna
ACH-003472,PR-KUfCyG,dna
ACH-000239,PR-4VQCNI,rna
ACH-000239,PR-R8syrq,dna
ACH-002342,PR-6xbU8h,dna
ACH-000720,PR-ijGcLG,rna
ACH-000720,PR-IHsBhU,dna
ACH-000755,PR-buMq59,rna
ACH-000755,PR-yyBP8Q,dna
ACH-000006,PR-8Cmbny,rna
ACH-000006,PR-5rISRc,dna
ACH-000865,PR-YXD5aQ,rna
ACH-000865,PR-cBwtP5,dna
ACH-001845,PR-MkD7OY,rna
ACH-001845,PR-Am6S8Y,dna
ACH-003438,PR-Ycvqui,rna
ACH-003438,PR-AJ5XMp,dna
ACH-001556,PR-y3Hy4C,rna
ACH-001556,PR-wDOzJq,dna
ACH-002179,PR-oC95H5,dna
ACH-000253,PR-Tc6LDI,rna
ACH-000253,PR-yQcBwB,dna
ACH-000572,PR-jvC6UX,rna
ACH-000572,PR-xftxYA,dna
ACH-002667,PR-OhflBF,rna
ACH-002667,PR-tZNsQS,dna
ACH-000957,PR-01r7OM,rna
ACH-000957,PR-f2NT4P,dna
ACH-003464,PR-zSuB6b,rna
ACH-000912,PR-atsEb5,rna
ACH-000912,PR-maqskN,dna
ACH-000689,PR-jYsqkj,rna
ACH-000689,PR-WguVHw,dna
ACH-000983,PR-lXz5kj,rna
ACH-000983,PR-FGeuv5,dna
ACH-000001,PR-vFBZ2h,rna
ACH-000001,PR-sbeUkh,dna
ACH-001456,PR-fo6yzd,rna
ACH-001456,PR-LKnZT2,dna
ACH-000915,PR-7y8D5u,rna
ACH-000915,PR-DtMcDr,dna
ACH-001607,PR-xesIBi,rna
ACH-001607,PR-qMuiGJ,dna
ACH-000413,PR-xv5eP1,rna
ACH-002128,PR-ZHyyHk,dna
ACH-000358,PR-fqjQgt,rna
ACH-000358,PR-TwNLyX,dna
ACH-002300,PR-35nh9T,dna
ACH-000280,PR-82ZqvV,rna
ACH-000280,PR-NOx3i9,dna
ACH-000503,PR-jY5o2l,rna
ACH-000503,PR-f4sBTR,dna
ACH-000877,PR-0yqA6t,rna
ACH-000877,PR-grhyYE,dna
ACH-000781,PR-hmkCrq,rna
ACH-000781,PR-5gX5yv,dna
ACH-000316,PR-uc6NbL,rna
ACH-000316,PR-V0CO22,dna
ACH-001863,PR-o6uGyU,rna
ACH-001863,PR-FhsuPc,dna
ACH-001128,PR-IUEFt6,rna
ACH-001128,PR-V5ECBf,dna
ACH-000467,PR-4Gx3lv,rna
ACH-000467,PR-w2evP5,dna
ACH-000824,PR-6Jqlga,rna
ACH-000824,PR-8kT9dj,dna
ACH-000273,PR-fs9bME,rna
ACH-000273,PR-WBnZkt,dna
ACH-000955,PR-dZuRwF,rna
ACH-000955,PR-CoHhzW,dna
ACH-000442,PR-Mu4S4x,rna
ACH-000442,PR-39zHGy,dna
ACH-000869,PR-0ccWFQ,rna
ACH-000869,PR-CyXafL,dna
ACH-000511,PR-8led3R,rna
ACH-000511,PR-t7VCy2,dna
ACH-001364,PR-4vbVP3,dna
ACH-000520,PR-09gmEI,rna
ACH-000520,PR-uKy2tK,dna
ACH-000875,PR-MxTNki,rna
ACH-000875,PR-vxER4h,dna
ACH-000913,PR-gUMdHg,rna
ACH-000913,PR-wkUwt1,dna
ACH-000013,PR-gXHYvm,rna
ACH-000013,PR-s6xfW4,dna
ACH-000440,PR-5gssK0,rna
ACH-000440,PR-RwW06i,dna
ACH-002146,PR-GNJfYr,dna
ACH-001542,PR-2nuI3M,rna
ACH-001542,PR-EnZ3C5,dna
ACH-000652,PR-RQbFEw,rna
ACH-000652,PR-vYAqGj,dna
ACH-002169,PR-ib1INl,dna
ACH-000101,PR-nxbIje,rna
ACH-000101,PR-3fpunT,dna
ACH-002924,PR-2JhPpe,rna
ACH-002924,PR-8hUBH6,dna
ACH-000473,PR-ETFBqT,rna
ACH-000473,PR-aiOQBz,dna
ACH-000435,PR-BkcdIS,rna
ACH-000435,PR-apl6oj,dna
ACH-001626,PR-OXiJAU,rna
ACH-001626,PR-SVlRCu,dna
ACH-002107,PR-SlqWmK,dna
ACH-001370,PR-ifKoXG,rna
ACH-001370,PR-1JkFPD,dna
ACH-001130,PR-MdYnGF,dna
ACH-002123,PR-bLARMO,dna
ACH-001652,PR-5I15LD,rna
ACH-001652,PR-E4kgLt,dna
ACH-000886,PR-Ueo2RW,rna
ACH-000886,PR-ZrElIU,dna
ACH-000304,PR-tGVeMK,rna
ACH-000304,PR-711hbz,dna
ACH-000805,PR-391OtC,rna
ACH-000805,PR-STYA1S,dna
ACH-000852,PR-pbdNj6,rna
ACH-000852,PR-U09HEh,dna
ACH-000293,PR-aacPqP,rna
ACH-000293,PR-4Ja92f,dna
ACH-000795,PR-ictHbx,dna
ACH-000056,PR-YeRqVZ,rna
ACH-000056,PR-SqG7aO,dna
ACH-000351,PR-d95SZ5,rna
ACH-000351,PR-Dx7c37,dna
ACH-000876,PR-ytG4Zr,rna
ACH-000876,PR-VJskD1,dna
ACH-001618,PR-YU5gj2,rna
ACH-001618,PR-YJBstR,dna
ACH-000678,PR-GBULrr,rna
ACH-000678,PR-EEtw9B,dna
ACH-001283,PR-PQBLFG,rna
ACH-001283,PR-oSW7v5,dna
ACH-002181,PR-6SyWYo,dna
ACH-001081,PR-HhxI8n,dna
ACH-000098,PR-UyCDjX,rna
ACH-000098,PR-hzeifo,dna
ACH-002499,PR-Ug1AvP,rna
ACH-002499,PR-1Zkz62,dna
ACH-000168,PR-5biXpL,rna
ACH-000168,PR-rcuXvk,dna
ACH-001702,PR-kNeHN4,rna
ACH-001702,PR-C6kpQY,dna
ACH-000079,PR-gAjKyG,rna
ACH-000079,PR-LLWIab,dna
ACH-000493,PR-ikicQY,rna
ACH-000493,PR-ptLF3i,dna
ACH-001498,PR-JeDpvG,rna
ACH-001498,PR-ajQnpq,dna
ACH-000297,PR-NITjzY,rna
ACH-000297,PR-bgMxsQ,dna
ACH-000540,PR-u4yXTv,rna
ACH-000540,PR-izr1JZ,dna
ACH-002147,PR-Pk6WaT,dna
ACH-002533,PR-JehSOL,rna
ACH-002533,PR-QGc7RQ,dna
ACH-002210,PR-XiLnRf,dna
ACH-002356,PR-1p5gBP,dna
ACH-000448,PR-wUsYv2,rna
ACH-000448,PR-Nqfp9a,dna
ACH-001496,PR-6Ngp2b,rna
ACH-001496,PR-y29pOB,dna
ACH-001451,PR-84mJ2n,rna
ACH-001451,PR-b45Wgm,dna
ACH-000778,PR-ElKQik,rna
ACH-000778,PR-rgs88K,dna
ACH-002435,PR-xQcoaI,rna
ACH-002435,PR-YZOfph,dna
ACH-002157,PR-64cwWG,dna
ACH-000255,PR-M3Eg0W,rna
ACH-000255,PR-U5IgY1,dna
ACH-002261,PR-2lOuz3,dna
ACH-000391,PR-pzXbRW,rna
ACH-000391,PR-BDblKP,dna
ACH-000512,PR-wpsybA,rna
ACH-000512,PR-bql0CQ,dna
ACH-001322,PR-UcIQ5l,rna
ACH-001322,PR-RNtGZ6,dna
ACH-002139,PR-hVwjEz,dna
ACH-002946,PR-S3a6f6,rna
ACH-002946,PR-4VyVNa,dna
ACH-000209,PR-5d6LKV,rna
ACH-000209,PR-WHoiZN,dna
ACH-000444,PR-gTg1kp,rna
ACH-000444,PR-JVQxPE,dna
ACH-000984,PR-5JruUz,rna
ACH-000984,PR-ZQMIEy,dna
ACH-001447,PR-ixIMVH,rna
ACH-001447,PR-BBR01Z,dna
ACH-002235,PR-f3aeaA,dna
ACH-000528,PR-yRj8KP,rna
ACH-000528,PR-3ciTsA,dna
ACH-000500,PR-1tswkQ,rna
ACH-000500,PR-DOinrY,dna
ACH-000801,PR-DmI6kN,rna
ACH-000801,PR-PyVSzx,dna
ACH-002382,PR-Bb62wP,dna
ACH-002212,PR-F5xmyp,dna
ACH-000660,PR-WZiHc2,rna
ACH-000660,PR-Fit7Mw,dna
ACH-000890,PR-nkWpjg,rna
ACH-000890,PR-MQLCPH,dna
ACH-001509,PR-AbSKhO,rna
ACH-001509,PR-jL0LWf,dna
ACH-000614,PR-CvQdJR,rna
ACH-000614,PR-YWxy3X,dna
ACH-000883,PR-1og6pR,rna
ACH-000883,PR-MKQZdU,dna
ACH-001515,PR-FR76Nk,rna
ACH-001515,PR-Kz3B24,dna
ACH-000073,PR-MGmKJ3,rna
ACH-000073,PR-BtGoCz,dna
ACH-000754,PR-GxTlHW,rna
ACH-000754,PR-xMfdhk,dna
ACH-001402,PR-gBIJXb,rna
ACH-001402,PR-73LP4X,dna
ACH-000400,PR-CVuVer,rna
ACH-000400,PR-XuGTpJ,dna
ACH-000681,PR-Em6pVT,rna
ACH-000681,PR-oKCH5w,dna
ACH-001508,PR-PrXFxC,rna
ACH-001508,PR-24B4W0,dna
ACH-000731,PR-LzsyWh,rna
ACH-001735,PR-ni9IFM,rna
ACH-001735,PR-mCq0mE,dna
ACH-000107,PR-NYv75L,rna
ACH-000107,PR-k4hRnW,dna
ACH-001513,PR-rsRp0u,rna
ACH-001513,PR-b6SuFY,dna
ACH-000295,PR-7t73Eo,rna
ACH-000295,PR-LXdkYi,dna
ACH-001233,PR-h8FBoU,dna
ACH-001022,PR-ciKalJ,rna
ACH-001022,PR-lvV3e4,dna
ACH-002020,PR-yoOCur,rna
ACH-002020,PR-nSOT6p,dna
ACH-001669,PR-cc2JHs,rna
ACH-001669,PR-dugN3L,dna
ACH-002355,PR-mtEr02,dna
ACH-000704,PR-Qjt2jW,rna
ACH-000704,PR-XuaRbz,dna
ACH-001624,PR-xosHek,rna
ACH-001624,PR-griMjn,dna
ACH-000919,PR-OPyHdN,rna
ACH-000919,PR-qsaGjs,dna
ACH-003121,PR-53NIiV,rna
ACH-003121,PR-GGvVBy,dna
ACH-000656,PR-EAZrIB,rna
ACH-000656,PR-NivMj6,dna
ACH-001819,PR-pwB7cp,rna
ACH-001819,PR-eJKW7S,dna
ACH-000939,PR-EpuuAs,rna
ACH-000939,PR-xgHfr3,dna
ACH-002091,PR-rwtCag,dna
ACH-003160,PR-9j9QDS,rna
ACH-001991,PR-CHSpwA,rna
ACH-001991,PR-RSc97t,dna
ACH-002003,PR-oNkuAu,rna
ACH-002003,PR-d2uH9W,dna
ACH-000576,PR-fHu0fE,rna
ACH-000576,PR-Opwkfg,dna
ACH-001097,PR-ns3q2x,rna
ACH-001097,PR-WO3P3h,dna
ACH-000609,PR-HPBJ3f,rna
ACH-000609,PR-nUdKoV,dna
ACH-000313,PR-FVzPiV,rna
ACH-000313,PR-S7lkMC,dna
ACH-001208,PR-3m6kCG,dna
ACH-000737,PR-oy4Ymg,rna
ACH-000870,PR-qXoAxl,rna
ACH-000870,PR-kdOuZg,dna
ACH-000376,PR-tXQO47,rna
ACH-000376,PR-PjxhIE,dna
ACH-001662,PR-4rUiFM,rna
ACH-001662,PR-9sB1fn,dna
ACH-002668,PR-L4HquK,rna
ACH-002668,PR-I4hDk0,dna
ACH-002130,PR-pAeJPE,dna
ACH-000430,PR-7cBpp8,rna
ACH-000430,PR-ylNx7D,dna
